Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
512,23,119994,S0050-43,ar omalldoit,ar,ar 1,dat.,,,preposition,"in front of, for the sake of, in return for, on account of, because of; against (as protection); abstract: by virtue of, by means of, through",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
513,24,119995,S0050-43,ar omalldoit,omalldoit,umaldóit,dat.sg.,,,noun,humility,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
514,25,119996,S0050-43,spirto,spirto,spirut,gen.sg.,,,noun,spirit,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
515,26,119997,S0050-43,síc,síc,sīc,,,,adverb,"thus, so, like that",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
516,27,119998,S0050-43,dano,dano,danó,,,,particle_discourse,"also, further, in addition, besides, as well, too; therefore, then, accordingly",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
517,28,120000,S0050-43,do·arblaing,do·,do·,,,,particle_preverb,aspectual and lexicalized meanings,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
518,29,120001,S0050-43,do·arblaing,·ar,ar·,,,,particle_preverb,aspectual and lexicalized meanings,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
519,30,120002,S0050-43,do·arblaing,b,fo·,,,,particle_preverb,aspectual and lexicalized meanings,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
520,31,119999,S0050-43,do·arblaing,do·arblaing,do·airling,3sg.pret.,No,intrans.,verb,"to leap down, to descend, to alight",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
521,32,120003,S0050-43,ind eclais,ind,in 1,nom.sg.fem.,,,definite_article,"the, definite article",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
522,33,120004,S0050-43,ind eclais,eclais,eclais,nom.sg.,,,noun,the Christian church (as institution),air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
523,34,120005,S0050-43,din chamull,di,di,dat.,,,preposition,"away, from, cause or reason, by",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
524,35,120006,S0050-43,din chamull,n,in 1,dat.sg.masc.,,,definite_article,"the, definite article",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
525,36,120007,S0050-43,din chamull,chamull,camall,dat.sg.,,,noun,camel,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
526,37,120008,S0050-43,in diumsa,in,in 1,gen.sg.masc.,,,definite_article,"the, definite article",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
527,38,120009,S0050-43,in diumsa,diumsa,díummus,gen.sg.,,,noun,"pride, haughtiness, arrogance",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
528,39,120010,S0050-43,7 inna ndrochgní[mae],7,ocus 2,,,,conjunction,"coordinating: and, since ",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
529,40,120011,S0050-43,7 inna ndrochgní[mae] ,inna,in 1,gen.pl.masc.,,,definite_article,"the, definite article",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
530,41,120013,S0050-43,7 inna ndrochgní[mae] ,ndroch,droch-,compos.,,,particle_prefix,"evil, bad, wrong",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
531,42,120014,S0050-43,7 inna ndrochgní[mae] ,gnímae,gním,gen.pl.,,,verbal_noun,"the act of doing, acting, performing, executing; gramm. the active voice; an active verb, fact, deed, action, activity",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
532,43,120012,S0050-43,7 inna ndrochgní[mae] ,ndrochgnímae,droch-gním,gen.pl.,,,verbal_noun,the act of doing evilly; evil deed,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
533,44,120015,S0050-43,forsa·robae,for,for,dat.,,,preposition,"upon, over, on",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
534,45,120016,S0050-43,forsa·robae,sa·,-(s)a·,,,,pronoun_relative,"which, who, whose",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
535,46,120018,S0050-43,forsa·robae,·ro,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
536,47,120017,S0050-43,forsa·robae,·robae,ad·tá,augm.3sg.pret.,Yes,intrans.,verb,"to be, to exist, ",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
537,48,120019,S0050-43,in tan ad·condairc,in,in 1,acc.sg.fem.,,,definite_article,"the, definite article",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
538,49,120020,S0050-43,in tan ad·condairc,tan,tan,acc.sg.,,,noun,time,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
539,50,120022,S0050-43,in tan ad·condairc,ad·,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
540,51,139529,S0050-43,in tan ad·condairc,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
541,52,120023,S0050-43,in tan ad·condairc,·con,com·,,,,particle_augment,perfective augment,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
542,53,120021,S0050-43,in tan ad·condairc,ad·condairc,ad·cí,augm.3sg.pret.,Yes,trans.,verb,"to see, to observe ",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
543,54,120024,S0050-43,sponsum,sponsum,sponsus,acc.sg.,,,noun,spouse,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
544,55,140357,S0050-43,.i.,.i.,.i.,,,,,"id est, it is",air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
545,56,120025,S0050-43,christum,christum,Christus,acc.sg.,,,noun,Christ,air intan ad citaacæ rebeca inní isác · doarblaing den chamull forambói · aromalldoit spirto · síc dano doarblaing indeclais dinchamull indiumsa 7 innandrochgní[mae] forsarobae intan adcondairc sponsum .i. christum,"For when Rebecca first saw that Isaac, she sprang from the camel on which she was, for humility of spirit. Thus, then, the Church has sprung from the camel of pride and of evil deeds on which she had been, when she has beheld the groom, namely, Christ."
546,1,140358,S0050-44,.i.,.i.,.i.,,,,,"id est, it is",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
547,2,120026,S0050-44,amal fo·raitbi ,amal,amail 2,,,,conjunction,"as, like; translating Latin ut ",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
548,3,120028,S0050-44,amal fo·raitbi,fo·,fo·,,,,particle_preverb,aspectual and lexicalized meanings,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
549,4,120029,S0050-44,amal fo·raitbi,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
550,5,120030,S0050-44,amal fo·raitbi,·r,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
551,6,120031,S0050-44,amal fo·raitbi,ai,ad· 1,,,,particle_preverb,aspectual and lexicalized meanings,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
552,7,120027,S0050-44,amal fo·raitbi,fo·raitbi,fo·aittbi,augm.3sg.pret.,Yes,,verb,"to laugh, to chuckle, to smile",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
553,8,120032,S0050-44,int sarra thall,int,in 1,nom.sg.fem.,,,definite_article,"the, definite article",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
554,9,120033,S0050-44,int sarra thall,sarra,Sara,nom.sg.,,,proper_noun,Sarah,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
555,10,120035,S0050-44,int sarra thall,th,t-,compos.,,,particle_prefix,"“at” + words denoting points on the compass, and words denoting location generally, adverbial prefix",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
556,11,120036,S0050-44,int sarra thall,all,ol 1,,,,adverb,"beyond, than",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
557,12,120034,S0050-44,int sarra thall,thall,tall,,,,adverb,"of place: yonder, there, yon, that ; long ago, of yore, then; hereafter, in the next world",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
558,13,120037,S0050-44,in tan as·robrad,in,in 1,acc.sg.fem.,,,definite_article,"the, definite article",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
559,14,120038,S0050-44,in tan as·robrad,tan,tan,acc.sg.,,,noun,time,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
560,15,120040,S0050-44,in tan as·robrad,as·,as· 1,,,,particle_preverb,aspectual and lexicalized meanings,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
561,16,120041,S0050-44,in tan as·robrad,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
562,17,120042,S0050-44,in tan as·robrad,·ro,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
563,18,120039,S0050-44,in tan as·robrad,as·robrad,as·beir,augm.3sg.pret.pass.,,pass.,verb,"to say, to speak, to call , mention",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
564,19,120043,S0050-44,frie,frie,fri,3sg.fem.,,,preposition,"towards, against, standard of comparison ",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
565,20,120045,S0050-44,con·mberad,con·,con· 1,,,,particle_preverb,aspectual and lexicalized meanings,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
566,21,120046,S0050-44,con·mberad,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
567,22,120044,S0050-44,con·mberad,con·mberad,con·beir,3sg.past.subj.,Yes,,verb,"to conceive, to beget, to bring forth",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
568,23,120047,S0050-44,macc,macc,macc 1,acc.sg.,,,noun,"son, male descendent, young man, son, The Son (i.e. Christ), young male animal, boy, male descendant",.i. amal foraitbi intsarra thall intan asrobrad frie conmberad macc,"that is, like that particular Sarah laughed, when she had been told that she would bear a child"
569,1,140359,S0050-45,.i.,.i.,.i.,,,,,"id est, it is",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
570,2,120048,S0050-45,is si,is,is 1,3sg.pres.ind.,,intrans.,verb,"to be, the copula",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
571,3,120049,S0050-45,is si,si,3sg.fem.indp.pron.,nom.sg.fem.,,,pronoun_independent,"she, her, it",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
572,4,120050,S0050-45,etercert,etercert,etarcert,nom.sg.,,,verbal_noun,"the act of interpreting, investigating, discussing; interpretation",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
573,5,120051,S0050-45,ind í,ind,in 1,gen.sg.masc.,,,definite_article,"the, definite article",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
574,6,120052,S0050-45,ind í,í,í 1,gen.sg.neut.,,,pronoun_propword,that ; substantivizing particle,.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
575,7,120053,S0050-45,as maria,as,is 1,3sg.pres.ind.rel.,Yes,intrans.,verb,"to be, the copula",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
576,8,120054,S0050-45,as maria,∅,len.rel.particle,,,,particle_relative,leniting relative particle,.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
577,9,120055,S0050-45,as maria,maria,Maria,nom.sg.,,,proper_noun,Mary,.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
578,10,120056,S0050-45,princeps,princeps,prīnceps,,,,noun,"first, foremost; leader, superior, prince",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
579,11,120057,S0050-45,cum deo,cum,cum 1,,,,preposition,with,.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
580,12,120058,S0050-45,cum deo,deo,deus,abl.sg.,,,proper_noun,"god, deity, God",.i. issi etercert indí as maria princeps cum deo,"That is, the interpretation of the word Maria is “prince with God”."
581,1,140360,S0050-46,.i.,.i.,.i.,,,,,"id est, it is",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
582,2,120059,S0050-46,trisna foirthiu,tri,tre,acc.,,,preposition,"through (time or space), by means of, be reason of",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
583,3,120060,S0050-46,trisna foirthiu,sna,in 1,acc.pl.masc.,,,definite_article,"the, definite article",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
584,4,120061,S0050-46,trisna foirthiu,foirthiu,forath,acc.pl.,,,noun,ford,.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
585,5,120062,S0050-46,ailitherdi,ailitherdi,ailitherdae,acc.pl.masc.,,,adjective,foreign,.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
586,6,140361,S0050-46,.i.,.i.,.i.,,,,,"id est, it is",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
587,7,120063,S0050-46,nicon·imruldatar,nicon·,nicon,,,,particle_negative_main,not ever,.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
588,8,120065,S0050-46,nicon·imruldatar,·im,imm·,,,,particle_preverb,aspectual and lexicalized meanings,.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
589,9,120066,S0050-46,nicon·imruldatar,ru,ro· 2,,,,particle_augment,"with pres. ind. and subj. with perfective sense; to express potentiality or possibility, with all forms of the verb ; perfective augment",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
590,10,120064,S0050-46,nicon·imruldatar,·imruldatar,imm·tét,augm.3sg.pret.,,,verb,"to circumambulate, to travel on, to traverse; to set forth, to come, to go (around), to depart",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
591,11,120067,S0050-46,cosa,cosa,cos,nom.pl.,,,noun,"foot, leg of human being, animal, stem, support",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
592,12,120068,S0050-46,doine,doine,duine,gen.pl.,,,noun,"person, human being",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
593,13,120069,S0050-46,riam,riam,re,3sg.neut.,,,preposition,"before, in front of",.i. trisna foirthiu ailitherdi .i. nicon imruldatar cosa doine riam lar srotha iordanein,"That is, through the foreign fords; that is, men's feet had not previously passed the bed of the river Jordan."
