Index,Sort_ID,ID,Text_Unit_ID,Stressed_Unit,Morph,Lemma,Analysis,Rel,Trans,Part_Of_Speech,Meaning,Textual_Unit,Translation
839,12,116921,S0022-34,frisa rind,fri,fri,,,,preposition,"towards, against, standard of comparison ",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
840,13,116922,S0022-34,frisa rind,sa,in 1,acc.sg.neut.,,,definite_article,"the, definite article",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
841,14,116923,S0022-34,frisa rind,rind,rind 2,acc.sg.,,,noun,"star, constellation ",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
842,15,116924,S0022-34,absidias,absidias,apsidia,acc.pl.,,,noun,,nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
843,17,116925,S0022-34,circulos,circulos,circulus,acc.pl.,,,noun,"circle, a circular figure, orbit",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
844,19,116926,S0022-34,fu bíth,fu,fo,dat.,,,preposition,"under, of direction towards, into, through, on, about, beneath",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
845,20,116927,S0022-34,fu bíth,bíth,bith,dat.sg.,,,noun,"the world, land, territory, as adjective: lasting, permanent, perpetual ",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
846,23,116928,S0022-34,do·ṅgniat,do·ṅgniat,do·gní,3pl.pres.ind.,Yes,trans.,verb,"to do, to make",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
847,21,116929,S0022-34,do·ṅgniat,do·,"de·, dí·",,,,particle_preverb,aspectual and lexicalized meanings,nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
848,22,116930,S0022-34,do·ṅgniat,∅,nas.rel.particle,,,,particle_relative,nasalising relative particle,nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
849,24,116931,S0022-34,cercol,cercol,circul,acc.sg.,,,noun,"circle, orbit, zone",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
850,25,116932,S0022-34,ocond ocbáil,oc,oc,,,,preposition,"at, by, besides, with (person)",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
851,26,116933,S0022-34,ocond ocbáil,ond,in 1,dat.sg.fem.,,,definite_article,"the, definite article",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
852,27,116934,S0022-34,ocond ocbáil,ocbáil,ócbál,dat.sg.,,,verbal_noun,the act of rising,nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
853,16,140040,S0022-34,.i.,.i.,.i.,,,,,"id est, it is",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
854,18,140041,S0022-34,.i.,.i.,.i.,,,,,"id est, it is",nomen dunaib erdomdnaib imbí indócbál frisarind absidias .i. circulos .i. fubíth doṅgniat cercol ocondocbáil,"A name for the depths wherein the rising-up is to the constellation. Absidias, namely circulos; that is, because they make a circle in the rising."
855,3,116935,S0022-35,gabalrínd,gabalrínd,gabulrind,nom.sg.,,,noun,"pair of compasses, bow compass",.i. gabalrínd ɫ diathre,"that is, a pair of compasses, or orbits"
856,2,116936,S0022-35,gabalrind,gabul,gabul,compos.,,,noun,"fork, forkshaped gallows, pair, (etc).",.i. gabalrínd ɫ diathre,"that is, a pair of compasses, or orbits"
857,4,116937,S0022-35,gabalrind,rínd,rind 1,nom.sg.,,,noun,"point, tip, apex; end, extremity",.i. gabalrínd ɫ diathre,"that is, a pair of compasses, or orbits"
858,5,116938,S0022-35,ɫ diathre,ɫ,nó 1,,,,conjunction,disjunctive: or,.i. gabalrínd ɫ diathre,"that is, a pair of compasses, or orbits"
859,6,116939,S0022-35,ɫ diathre,diathre,díaithir,gen.pl.,,,noun,orbit,.i. gabalrínd ɫ diathre,"that is, a pair of compasses, or orbits"
860,1,140042,S0022-35,.i.,.i.,.i.,,,,,"id est, it is",.i. gabalrínd ɫ diathre,"that is, a pair of compasses, or orbits"
861,4,116940,S0022-36,cota·ocbat,cota·ocbat,con·ocaib,3pl.pres.ind.,No,trans.,verb,"to lift up, to raise, to exalt, to rise, to get up",cotaocbat,They raise themselves up.
862,1,116941,S0022-36,cota·ocbat,co,con· 1,,,,particle_preverb,aspectual and lexicalized meanings,cotaocbat,They raise themselves up.
863,2,116942,S0022-36,cota·ocbat,ta·,3pl.inf.pron.,B,,,pronoun_infixed,them,cotaocbat,They raise themselves up.
864,3,116943,S0022-36,cota·ocbat,·o,uss·,,,,particle_preverb,aspectual and lexicalized meanings,cotaocbat,They raise themselves up.
865,1,116944,S0022-37,huare,huare,úaire,,,,conjunction,"causal; coordinating and subordinating: when, since",huare ní in óen diaithir doib,since they are not in one orbit
866,2,116945,S0022-37,ní i n-óendiaithir,ní,ní 3,,,,particle_negative_main,not,huare ní in óen diaithir doib,since they are not in one orbit
867,3,116946,S0022-37,ní i n-óendiaithir,∅,is 1,3sg.pres.ind.,No,intrans.,verb,"to be, the copula",huare ní in óen diaithir doib,since they are not in one orbit
868,4,116947,S0022-37,ní i n-óendiaithir,i,i,dat.,,,preposition,"in, into",huare ní in óen diaithir doib,since they are not in one orbit
869,7,116948,S0022-37,ní i n-óendiaithir,nóendiaithir,óendíaithir,dat.sg.,,,noun,one orbit,huare ní in óen diaithir doib,since they are not in one orbit
870,5,116949,S0022-37,ní i n-óendiaithir,nóen,óen,compos.,,,adjective_numeral_noun,"one, single, same, only, unique; as compound element 'great'  (O'Rahilly Celtica 12.194)",huare ní in óen diaithir doib,since they are not in one orbit
871,6,116950,S0022-37,ní i n-óendiaithir,diaithir,díaithir,dat.sg.,,,noun,orbit,huare ní in óen diaithir doib,since they are not in one orbit
872,8,116951,S0022-37,doib,doib,do 1,3pl.,,,preposition,"to, for, by etc.",huare ní in óen diaithir doib,since they are not in one orbit
873,2,116952,S0022-38,quasi,quasi,quasi,,,,conjunction,as if; about,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
874,3,116953,S0022-38,dixisset,dixisset,dīcō,3sg.plup.subj.,,trans.,verb,"to say, to declare, to call",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
875,6,116954,S0022-38,testa-són,testa,do·esta,3sg.pres.ind.,No,intrans.,verb,"to be absent, to be lacking, to be wanting",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
876,4,116955,S0022-38,testa-són,t,do·,,,,particle_preverb,aspectual and lexicalized meanings,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
877,5,116956,S0022-38,testa-són,es,as· 1,,,,particle_preverb,aspectual and lexicalized meanings,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
878,7,116957,S0022-38,testa-són,són,-són,nom.sg.neut.,,,particle_anaphoric,that (mentioned above) that is,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
879,8,116958,S0022-38,dano,dano,danó,,,,particle_discourse,"also, further, in addition, besides, as well, too; therefore, then, accordingly",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
880,9,116959,S0022-38,din trichtigi,di,di,dat.,,,preposition,"away, from, cause or reason, by",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
881,10,116960,S0022-38,din trichtigi,n,in 1,dat.sg.fem.,,,definite_article,"the, definite article",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
882,11,116961,S0022-38,din trichtigi,trichtigi,tríchtaige,dat.sg.,,,noun,a period of thirty days ,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
883,12,116962,S0022-38,lasin di huáir deac,la,la,acc.,,,preposition,"with, by, along with, and, in addition to, as well as, on account of, because of, by reason of",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
884,13,116963,S0022-38,lasin di huáir deac,sin,in 1,acc.du.fem.,,,definite_article,"the, definite article",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
885,14,116964,S0022-38,lasin di huáir deac,di,da,acc.du.fem.,,,adjective_numeral,two,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
886,15,116965,S0022-38,lasin di huáir deac,huáir,úar 2,acc.du.,,,noun,"hour, time, occasion; point of time",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
887,16,116966,S0022-38,deac,deac,deëc,,,,numeral,"-teen, expressing the addition of 10 to the units 1-9, Ten",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
888,18,116967,S0022-38,fuar,fuar,fuär,nom.sg.,,,verbal_noun,"the act of preparing, providing; provision",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
889,19,116968,S0022-38,salto,salto,salt,gen.sg.,,,noun,leap,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
890,20,116969,S0022-38,as cach óenǽscu ,as,a 7,,,,preposition,"out of, from ",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
891,21,116970,S0022-38,as cach óenǽscu ,cach,cach,dat.sg.neut.,,,adjective_quantifier,"every, each, all, any ",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
892,24,116971,S0022-38,as cach óenǽscu ,óenǽscu,óenéscae,dat.sg.,,,noun,single lunar month,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
893,22,116972,S0022-38,as cach óenǽscu ,óen,óen,compos.,,,adjective_numeral_noun,"one, single, same, only, unique; as compound element 'great'  (O'Rahilly Celtica 12.194)",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
894,23,116973,S0022-38,as cach óenǽscu ,ǽscu,éscae,dat.sg.,,,noun," moon, month",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
895,26,116974,S0022-38,cethir brottae,cethir,cethir,nom.pl.masc.,,,noun,"four-footed animal, beast ; four",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
896,27,116975,S0022-38,cethir brottae,brottae,brothad,nom.pl.,,,noun,moment ; unit or small division of time,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
897,28,116976,S0022-38,7 ala rann,7,ocus 2,,,,conjunction,"coordinating: and, since ",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
898,29,116977,S0022-38,7 ala rann,ala,ala,nom.sg.fem.,,,adjective_pronominal,"the other, one another ; else; second",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
899,30,116978,S0022-38,7 ala rann,rann,rann 1,nom.sg.,,,noun,"part, share, division, part (of speech), portion",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
900,31,116979,S0022-38,deac,deac,deëc,,,,numeral,"-teen, expressing the addition of 10 to the units 1-9, Ten",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
901,32,116980,S0022-38,brotto,brotto,brothad,gen.sg.,,,noun,moment ; unit or small division of time,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
902,33,116981,S0022-38,et VIImad,et,ocus 2,,,,conjunction,"coordinating: and, since ",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
903,34,116982,S0022-38,et VIImad,VIImad,sechtmad,nom.sg.,,,adjective_numeral_noun,seventh,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
904,35,116983,S0022-38,rann,rann,rann 1,nom.sg.,,,noun,"part, share, division, part (of speech), portion",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
905,36,116984,S0022-38,cethorchat,cethorchat,cethorcho,gen.sg.,,,noun_numeral,forty,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
906,37,116985,S0022-38,aili,aili,aile 1,gen.sg.masc.,,,adjective_pronominal,"other, another, else, second",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
907,38,116986,S0022-38,deac,deac,deëc,,,,numeral,"-teen, expressing the addition of 10 to the units 1-9, Ten",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
908,39,116987,S0022-38,brotto,brotto,brothad,gen.sg.,,,noun,moment ; unit or small division of time,.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
909,17,140043,S0022-38,.i.,.i.,.i.,,,,,"id est, it is",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
910,25,140044,S0022-38,.i.,.i.,.i.,,,,,"id est, it is",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
911,1,140045,S0022-38,.i.,.i.,.i.,,,,,"id est, it is",.i. quasi dixisset testa són dano dintrichtigi lasindi huáir deac .i. fuar salto ascach óen ǽscu .i. cethir brottae 7 alarann deac brotto et VIImad rann cethorchat aili deac brotto,"That is, as if he had said, ‘this, then, is lacking from the period of thirty days (i.e., the solar month) besides the twelve hours, namely, to find a leap out of every single lunar month, to wit, four moments and the twelfth part of a moment and the forty-seventh part of the twelfth [part] of a moment’."
912,1,116988,S0022-39,antúaid,antúaid,antúaid,,,,adverb,from the north,antúaid cachṅdiruch,exactly straight from the north
913,2,116989,S0022-39,cach ṅdiruch,cach,cach,nom.sg.neut.,,,adjective_quantifier,"every, each, all, any ",antúaid cachṅdiruch,exactly straight from the north
914,3,116990,S0022-39,cach ṅdiruch,ṅdiruch,díriuch,acc.sg.neut.,,,adjective,"straight, direct; straightforward, upright, just, right ",antúaid cachṅdiruch,exactly straight from the north
